Date,All,ACT,NSW,NRT,QSL,SA,TAS,VIC,WA,Other
2017-06-09,1108,0,46,241,127,0,2,8,684,0
2006-04-23,252,0,63,41,44,9,2,0,93,0
2017-06-04,534,0,96,119,179,12,0,25,103,0
2017-06-05,637,0,31,303,66,17,0,5,215,0
2017-06-06,740,0,61,195,225,9,1,0,249,0
2017-06-07,1295,0,91,677,76,11,3,23,414,0
2006-04-20,570,0,140,17,20,0,0,3,390,0
2017-06-02,876,0,66,336,85,23,8,32,326,0
2017-06-03,633,0,48,244,55,8,0,10,268,0
2006-04-21,291,0,63,28,42,0,13,14,131,0
2012-07-11,371,0,4,194,3,0,0,2,168,0
2006-04-27,1030,0,270,0,62,32,43,398,225,0
2006-04-24,974,2,326,23,36,187,34,185,181,0
2006-04-25,606,0,114,4,52,25,12,266,133,0
2003-12-31,166,0,6,0,140,0,6,5,9,0
2016-12-29,109,0,20,0,50,0,0,0,39,0
2007-11-09,1573,0,0,783,683,1,0,2,104,0
2007-11-08,1319,0,4,446,749,1,0,7,112,0
2007-11-07,1163,0,0,700,358,1,1,1,102,0
2007-11-06,1038,0,0,100,811,0,0,0,127,0
2007-11-05,797,0,1,167,400,0,0,0,229,0
2007-11-04,838,0,7,87,569,0,0,0,175,0
2007-11-03,806,0,0,148,280,0,0,0,378,0
2007-11-02,1047,0,1,169,640,0,1,0,236,0
2007-11-01,814,0,1,222,349,0,0,3,239,0
2003-04-09,219,0,66,6,15,3,46,16,67,0
2003-04-08,180,0,54,2,56,0,0,1,67,0
2003-04-05,288,0,37,75,27,50,8,38,53,0
2003-04-04,208,0,27,83,19,14,5,4,56,0
2003-04-07,435,0,169,52,57,0,6,75,76,0
2003-04-06,142,0,31,39,18,4,3,30,17,0
2003-04-01,189,0,42,45,51,3,21,11,16,0
2003-04-03,166,0,20,25,23,13,39,8,38,0
2003-04-02,99,0,10,49,2,0,21,0,17,0
2011-08-08,827,0,10,619,110,1,0,1,86,0
2011-08-09,1939,0,10,1211,529,0,0,0,189,0
2011-08-01,1772,0,59,1430,179,1,0,1,102,0
2011-08-02,1427,0,70,877,346,6,0,2,126,0
2011-08-03,1764,0,111,1279,196,4,0,14,160,0
2011-08-04,1504,0,118,1044,236,12,0,4,90,0
2011-08-05,1082,0,56,892,44,17,0,6,67,0
2011-08-06,666,0,13,490,50,0,0,1,112,0
2011-08-07,662,0,9,456,107,2,0,0,88,0
2007-01-28,168,0,31,0,32,0,13,9,83,0
2007-01-29,299,0,32,3,91,1,6,11,155,0
2007-01-24,59,0,2,28,19,1,0,0,9,0
2007-01-25,56,0,3,2,12,0,0,16,23,0
2007-01-26,93,0,5,25,12,0,0,17,34,0
2007-01-27,88,0,17,5,17,0,0,4,45,0
2007-01-20,126,0,76,0,18,1,0,1,30,0
2007-01-21,93,0,51,0,25,0,0,0,17,0
2007-01-22,52,0,24,0,21,0,1,1,5,0
2007-01-23,42,0,6,1,20,0,0,5,10,0
2012-09-08,2129,0,97,1048,379,3,1,0,601,0
2012-09-09,1702,0,69,553,564,7,0,9,500,0
2015-02-22,134,0,10,10,48,0,0,0,66,0
2015-02-23,137,0,32,11,14,0,0,10,70,0
2015-02-24,111,0,15,0,20,1,0,11,64,0
2015-02-25,67,0,18,1,31,5,0,1,11,0
2015-02-26,72,0,22,3,15,14,1,3,14,0
2015-02-27,89,0,31,13,19,0,0,13,13,0
2015-02-28,59,0,12,0,33,0,0,4,10,0
2012-09-01,1654,0,71,818,394,0,3,1,367,0
2012-09-02,1609,0,36,739,336,0,2,0,496,0
2012-09-03,1965,0,120,649,515,7,4,4,666,0
2012-09-04,3059,0,127,1625,311,22,2,22,950,0
2012-09-05,2035,0,107,723,589,14,0,5,597,0
2012-09-06,1474,0,65,690,174,29,0,3,513,0
2012-09-07,1629,0,105,555,396,7,0,0,566,0
2014-07-17,678,0,18,544,47,0,0,0,69,0
2014-07-16,194,0,8,57,92,0,0,0,37,0
2014-07-15,279,0,1,158,67,0,0,0,53,0
2014-07-14,224,0,5,149,39,0,1,0,30,0
2014-07-13,294,0,30,150,80,1,0,0,33,0
2014-07-12,427,0,31,239,118,0,1,1,37,0
2014-07-11,482,0,55,114,194,1,0,0,118,0
2014-07-10,744,0,44,512,75,0,3,0,110,0
2014-07-19,542,0,17,367,100,0,0,1,57,0
2014-07-18,513,0,23,334,127,0,0,0,29,0
2004-08-15,917,0,21,585,147,1,0,1,162,0
2004-08-14,705,0,69,195,278,0,0,0,163,0
2004-08-17,802,0,6,521,90,0,4,8,173,0
2004-08-16,587,0,45,211,204,0,0,0,127,0
2004-08-11,830,0,68,451,169,0,6,1,135,0
2004-08-10,822,0,17,458,221,0,1,0,125,0
2004-08-13,976,0,26,644,170,0,0,0,136,0
2004-08-12,790,0,79,385,237,5,4,0,80,0
2009-02-24,161,0,12,1,16,0,0,86,46,0
2004-08-19,718,0,15,419,88,0,2,0,194,0
2004-08-18,687,0,12,335,128,1,0,0,211,0
2004-12-30,141,0,13,6,87,1,0,0,34,0
2004-12-31,140,0,13,17,69,0,0,2,39,0
2011-03-05,152,0,59,0,0,3,10,77,3,0
2011-03-04,103,0,52,0,0,33,0,16,2,0
2011-03-07,651,0,309,2,0,11,6,318,5,0
2011-03-06,193,0,47,4,4,1,3,131,3,0
2011-03-01,122,0,38,10,67,0,0,2,5,0
2011-03-03,123,0,55,0,10,27,0,27,4,0
2011-03-02,78,0,51,0,16,0,0,11,0,0
2011-03-09,64,0,35,1,8,0,2,6,12,0
2011-03-08,110,0,62,5,10,0,0,10,23,0
2011-07-12,536,0,30,241,202,1,0,0,62,0
2011-07-13,582,0,5,375,171,3,0,0,28,0
2011-07-10,515,0,19,278,142,2,0,0,74,0
2011-07-11,874,0,20,670,114,3,0,0,67,0
2011-07-16,291,0,1,270,7,0,0,2,11,0
2011-07-17,333,0,0,171,143,0,0,0,19,0
2011-07-14,362,0,16,255,42,0,0,1,48,0
2011-07-15,264,0,28,172,42,0,0,0,22,0
2011-07-18,413,0,3,337,49,0,0,0,24,0
2011-07-19,446,0,10,218,190,0,0,0,28,0
2010-03-31,278,0,6,0,0,72,26,96,78,0
2010-03-30,387,0,4,16,18,30,7,46,266,0
2017-09-18,2369,0,78,756,267,0,1,1,1266,0
2005-04-22,1131,0,123,188,33,86,7,100,594,0
2017-09-12,960,0,38,357,182,1,0,3,379,0
2005-04-28,1063,0,252,400,34,10,14,29,324,0
2017-05-01,515,0,72,124,8,16,2,22,271,0
2017-05-03,982,0,269,46,56,23,4,99,485,0
2017-05-02,931,0,80,130,30,20,0,15,656,0
2017-05-05,859,0,101,117,47,92,0,51,451,0
2017-05-04,1876,0,171,477,33,263,18,256,658,0
2017-05-07,814,0,171,120,28,16,0,12,467,0
2017-05-06,947,0,162,123,23,9,0,50,580,0
2017-05-09,1336,0,153,355,36,160,3,45,584,0
2017-05-08,1231,0,262,403,33,88,10,51,384,0
2016-11-09,747,0,1,178,204,6,8,3,347,0
2016-11-08,784,0,0,176,227,7,4,2,368,0
2016-11-01,696,0,18,32,432,3,2,0,209,0
2016-11-03,697,2,30,79,413,0,0,12,161,0
2016-11-02,633,1,41,52,149,2,0,6,382,0
2016-11-05,928,0,73,84,320,4,0,1,446,0
2016-11-04,1007,0,64,89,117,0,3,9,725,0
2016-11-07,1128,0,77,100,368,4,0,0,579,0
2016-11-06,1003,0,114,131,260,0,1,1,496,0
2007-12-08,750,0,6,129,241,150,0,21,203,0
2007-12-09,645,0,0,259,279,65,2,0,40,0
2007-12-06,1420,0,3,282,296,224,0,0,615,0
2007-12-07,1500,0,3,231,148,255,0,30,833,0
2007-12-04,980,0,5,177,98,5,0,0,695,0
2007-12-05,1539,0,0,193,80,59,0,0,1207,0
2007-12-02,1391,0,1,196,191,36,0,0,967,0
2007-12-03,1509,0,5,357,173,14,0,0,960,0
2007-12-01,1518,0,6,147,562,71,0,0,732,0
2012-05-08,965,0,112,193,33,123,4,120,380,0
2012-05-09,857,0,119,105,47,24,10,7,545,0
2012-05-04,1499,0,8,173,2,17,0,0,1299,0
2012-05-05,678,0,29,194,11,5,0,9,430,0
2012-05-06,794,0,16,209,11,9,0,2,547,0
2012-05-07,439,0,18,95,36,31,0,4,255,0
2012-05-01,1300,0,134,330,1,3,4,89,739,0
2012-05-02,1275,0,7,42,6,8,0,3,1209,0
2012-05-03,1187,0,35,109,6,11,0,0,1026,0
2009-07-11,294,0,12,120,144,0,0,0,18,0
2009-07-10,647,0,20,510,69,0,0,0,48,0
2009-07-13,160,0,12,35,84,0,0,0,29,0
2009-07-12,262,0,9,182,49,0,0,0,22,0
2009-07-15,457,0,0,256,116,1,0,0,84,0
2009-07-14,306,0,10,200,41,0,0,1,54,0
2009-07-17,842,0,4,513,87,0,0,0,238,0
2009-07-16,583,0,3,311,148,0,0,0,121,0
2009-07-19,659,0,10,481,94,0,0,1,73,0
2009-07-18,286,0,20,65,117,0,0,0,84,0
2012-11-27,1166,0,7,226,666,12,0,0,255,0
2009-11-13,1262,0,7,507,408,10,0,6,324,0
2008-04-29,568,0,40,152,37,10,12,21,296,0
2009-11-10,811,0,20,347,162,1,1,20,260,0
2009-11-11,1411,0,31,298,782,10,0,11,279,0
2009-11-16,2063,0,16,759,1085,0,0,3,200,0
2009-11-17,1857,0,24,964,611,5,2,5,246,0
2012-11-21,2130,0,16,350,901,167,8,0,688,0
2009-11-15,1625,0,3,837,469,0,0,5,311,0
2011-11-06,861,0,0,288,451,21,0,3,98,0
2011-11-07,1091,0,17,362,503,59,3,21,126,0
2011-11-04,1099,0,13,173,837,3,3,9,61,0
2011-11-05,834,0,6,354,368,9,1,30,66,0
2011-11-02,1196,0,11,404,609,9,4,0,159,0
2011-11-03,1591,0,7,33,1273,4,0,0,274,0
2011-11-01,1846,0,4,467,1137,0,0,4,234,0
2011-11-08,1990,0,31,106,1639,87,0,0,127,0
2011-11-09,1340,0,14,289,839,95,0,3,100,0
2006-08-01,569,0,22,346,72,0,0,0,129,0
2013-04-08,340,0,124,2,17,35,4,27,131,0
2013-04-09,615,0,141,5,3,154,11,187,114,0
2006-08-04,758,0,20,318,254,2,0,0,164,0
2006-08-05,1336,0,16,965,140,0,1,5,209,0
2006-08-06,824,2,7,399,232,1,0,0,183,0
2006-08-07,1456,0,60,1049,184,1,8,1,153,0
2013-04-02,369,4,117,5,4,0,7,12,220,0
2013-04-03,245,0,81,0,38,16,1,18,91,0
2013-04-01,49,0,15,0,4,0,0,1,29,0
2013-04-06,177,0,45,1,4,7,25,78,17,0
2013-04-07,128,0,34,9,13,1,1,50,20,0
2013-04-04,410,0,131,2,6,75,13,86,97,0
2013-04-05,332,0,58,1,11,124,11,37,90,0
2009-03-08,62,0,4,8,40,1,0,1,8,0
2009-03-09,69,0,12,5,27,0,1,0,24,0
2009-03-06,109,0,36,0,41,0,2,0,30,0
2009-03-07,102,1,24,10,59,0,0,0,8,0
2009-03-04,26,0,10,3,7,0,0,0,6,0
2009-03-05,69,0,35,3,20,0,0,0,11,0
2009-03-02,62,0,0,0,28,0,0,23,11,0
2009-03-03,44,0,5,0,35,0,0,0,4,0
2009-03-01,45,0,4,0,7,0,0,31,3,0
2006-03-14,171,0,39,0,46,22,0,10,54,0
2006-06-09,491,0,34,309,19,3,17,13,96,0
2001-10-28,726,0,25,318,130,1,0,0,252,0
2001-10-29,1140,0,98,19,725,0,0,0,298,0
2002-05-21,217,0,4,85,54,1,1,0,72,0
2002-05-20,489,0,39,162,47,0,2,0,239,0
2002-05-23,158,0,8,26,41,1,2,0,80,0
2002-05-22,364,0,30,105,26,0,1,2,200,0
2002-05-25,150,0,10,8,79,2,0,0,51,0
2002-05-24,275,0,6,103,14,1,2,1,148,0
2002-05-27,279,0,36,65,34,6,4,3,131,0
2002-05-26,187,0,0,89,20,4,0,0,74,0
2002-05-29,368,0,23,135,22,9,5,0,174,0
2002-05-28,263,0,0,161,48,2,2,0,50,0
2012-02-16,666,0,10,112,77,30,0,1,436,0
2012-02-17,834,0,18,124,232,136,0,3,321,0
2012-02-14,439,0,5,220,69,18,0,0,127,0
2012-02-15,373,0,4,165,37,11,0,0,156,0
2012-02-12,275,0,5,141,46,22,0,0,61,0
2012-02-13,465,0,8,296,30,20,3,0,108,0
2012-02-10,378,0,12,133,51,5,0,0,177,0
2012-02-11,319,0,10,122,28,11,0,0,148,0
2012-02-18,971,0,19,244,216,116,0,3,373,0
2012-02-19,1306,0,5,394,271,319,0,0,317,0
2014-01-20,450,0,84,0,163,92,0,107,4,0
2014-01-21,381,0,138,0,154,38,0,51,0,0
2010-04-30,468,0,120,20,18,38,4,10,258,0
2001-05-24,737,0,30,243,88,5,2,2,367,0
2009-02-02,47,0,22,1,3,0,0,2,19,0
2013-03-29,87,0,12,0,19,13,0,0,43,0
2013-03-28,54,0,5,0,17,4,1,0,27,0
2013-03-25,210,1,93,3,38,8,0,19,48,0
2013-03-24,139,1,23,0,12,1,0,2,100,0
2013-03-27,224,0,115,0,39,0,0,4,66,0
2013-03-26,374,0,196,3,14,14,8,99,40,0
2013-03-21,154,0,8,23,12,24,0,0,87,0
2013-03-20,323,0,54,28,10,40,5,2,184,0
2013-03-23,131,0,16,6,15,22,0,0,72,0
2013-03-22,180,0,3,11,16,19,0,0,131,0
2006-03-27,247,0,65,0,35,1,19,0,127,0
2006-03-26,76,0,11,2,46,1,2,1,13,0
2006-03-25,106,0,13,5,48,3,5,12,20,0
2006-03-24,143,0,74,0,25,16,2,8,18,0
2006-03-23,182,0,48,0,2,24,15,28,65,0
2006-03-22,129,0,5,0,0,35,13,41,35,0
2006-03-21,259,0,42,0,1,46,22,39,109,0
2006-03-20,77,0,24,0,5,9,7,1,31,0
2014-01-27,154,0,27,0,90,20,0,16,1,0
2006-03-29,109,0,22,0,19,8,17,8,35,0
2006-03-28,330,0,38,7,42,1,11,34,197,0
2002-08-22,960,0,19,531,22,19,0,1,367,1
2002-08-23,801,0,49,446,65,10,0,5,225,1
2002-08-20,772,0,57,333,37,5,2,0,338,0
2002-08-21,654,0,19,411,16,6,9,1,189,3
2002-08-26,1476,0,47,1155,54,18,2,15,185,0
2016-07-21,280,0,0,113,89,1,0,1,76,0
2016-07-22,536,0,3,387,61,0,0,0,85,0
2002-08-25,932,0,28,582,73,22,0,0,227,0
2017-01-05,35,0,2,1,9,5,1,0,17,0
2017-01-04,39,0,2,6,13,0,0,0,18,0
2017-01-07,31,0,8,1,11,0,1,3,7,0
2017-01-06,23,0,2,0,13,1,0,0,7,0
2017-01-01,64,0,4,0,32,0,0,0,28,0
2017-01-03,42,0,19,0,4,2,1,1,15,0
2017-01-02,16,0,2,0,7,0,0,0,7,0
2017-01-09,79,0,12,0,56,0,2,0,9,0
2002-08-28,1295,0,50,1025,73,5,13,2,127,0
2002-08-29,1169,0,44,736,131,115,0,1,142,0
2016-07-28,1031,0,49,710,159,0,0,0,113,0
2016-07-29,1259,0,27,850,142,5,0,1,234,0
2009-11-27,1049,0,74,56,657,2,0,1,259,0
2005-11-18,597,0,10,59,296,0,0,0,232,0
2005-11-19,424,0,15,29,224,0,0,2,154,0
2005-11-16,923,0,50,56,389,1,0,4,423,0
2005-11-17,426,2,10,66,110,0,8,10,220,0
2005-11-14,747,0,10,63,475,0,0,1,198,0
2005-11-15,591,0,10,109,218,2,4,0,248,0
2005-11-12,500,0,9,75,285,2,0,0,129,0
2005-11-13,607,0,14,65,228,0,0,3,297,0
2005-11-10,649,0,5,78,336,0,2,0,228,0
2005-11-11,596,0,7,67,288,0,0,2,232,0
2003-08-29,597,0,48,350,96,0,0,1,102,0
2003-08-28,662,0,114,211,227,0,0,0,110,0
2003-08-23,239,0,0,136,52,0,0,0,51,0
2003-08-22,278,0,49,134,65,1,2,1,26,0
2003-08-21,200,0,6,28,108,2,0,0,56,0
2003-08-20,284,0,34,96,120,0,3,4,27,0
2003-08-27,687,0,34,441,80,1,3,3,125,0
2003-08-26,413,0,27,82,250,0,0,0,54,0
2003-08-25,275,0,19,78,79,0,0,0,99,0
2003-08-24,202,0,2,102,47,2,0,0,49,0
2009-11-26,1071,0,63,205,424,0,0,0,379,0
2003-04-27,292,0,0,42,12,4,11,18,205,0
2003-04-26,407,0,5,115,13,13,12,21,228,0
2003-04-25,481,0,83,120,24,17,47,79,111,0
2003-04-24,471,0,32,141,81,50,49,25,93,0
2003-04-23,559,0,90,119,36,33,72,106,103,0
2003-04-22,314,0,59,21,15,22,38,16,143,0
2003-04-21,401,0,34,224,20,20,12,30,61,0
2003-04-20,134,0,24,38,13,0,11,2,46,0
2003-04-29,404,0,30,81,40,1,2,15,235,0
2003-04-28,675,0,19,151,19,21,23,23,419,0
2004-08-31,652,0,5,168,20,1,2,1,455,0
2004-08-30,565,0,43,78,185,1,0,0,258,0
2011-03-29,714,0,162,43,2,234,0,220,53,0
2011-03-28,967,0,321,53,3,104,23,396,67,0
2011-03-27,248,0,93,49,23,1,1,63,18,0
2011-03-26,148,0,34,44,27,2,0,25,16,0
2011-03-25,85,0,19,13,16,0,1,6,30,0
2011-03-24,111,0,16,9,19,0,0,0,67,0
2011-03-23,81,0,17,0,21,1,0,2,40,0
2011-03-22,49,0,7,3,7,0,0,1,31,0
2011-03-21,36,0,15,0,0,0,7,1,13,0
2011-03-20,153,0,51,4,0,0,15,75,8,0
2011-07-30,1111,0,15,857,71,1,0,0,167,0
2011-07-31,1137,0,19,740,307,2,0,1,68,0
2001-12-08,273,0,0,129,79,0,0,2,63,0
2001-12-09,399,0,2,33,269,0,0,0,95,0
2010-03-19,126,0,55,2,17,7,1,12,32,0
2010-03-18,237,0,85,2,12,1,4,32,101,0
2010-03-17,271,2,84,0,18,5,0,92,70,0
2010-03-16,249,0,48,5,11,11,12,116,46,0
2010-03-15,272,0,41,1,14,25,6,63,122,0
2010-03-14,70,0,17,0,1,3,1,27,21,0
2010-03-13,138,0,28,3,9,1,7,34,56,0
2010-03-12,81,0,16,1,4,0,1,17,42,0
2010-03-11,104,0,20,7,1,0,2,2,72,0
2010-03-10,60,0,8,5,10,0,0,1,36,0
2001-12-04,962,0,39,155,429,16,0,0,323,0
2001-12-05,1124,0,3,223,820,11,0,0,67,0
2001-12-06,626,0,0,225,272,2,0,0,127,0
2014-03-07,192,0,16,0,76,21,0,0,79,0
2001-12-01,1857,0,0,572,320,43,0,0,922,0
2001-12-02,2072,0,4,658,647,23,0,0,740,0
2014-03-03,72,0,10,0,5,15,0,14,28,0
2009-02-07,885,0,40,1,43,2,0,772,27,0
2017-05-29,881,0,31,520,54,0,0,2,274,0
2017-05-28,261,0,37,51,117,0,0,0,56,0
2017-05-23,410,0,32,150,61,9,2,0,156,0
2017-05-22,539,1,27,123,66,14,3,58,247,0
2017-05-21,460,0,0,49,86,46,0,0,279,0
2017-05-20,761,0,1,209,16,16,0,3,516,0
2017-05-27,870,0,29,530,61,6,0,1,243,0
2017-05-26,778,0,63,390,54,38,6,9,218,0
2017-05-25,958,0,66,195,105,31,0,2,559,0
2017-05-24,821,0,37,489,77,6,1,5,206,0
2009-02-06,144,0,32,0,86,5,0,2,19,0
2016-11-23,781,0,48,47,528,1,0,0,157,0
2016-11-22,665,0,26,90,328,4,2,2,213,0
2016-11-21,1084,0,31,66,857,4,0,0,126,0
2016-11-20,644,0,21,153,321,2,4,1,142,0
2016-11-27,402,0,9,133,102,0,3,4,151,0
2016-11-26,761,0,14,97,518,0,0,0,132,0
2016-11-25,848,0,11,60,697,0,1,0,79,0
2016-11-24,704,0,16,15,582,8,0,1,82,0
2016-11-29,475,0,18,188,73,4,0,1,191,0
2016-11-28,552,0,10,108,249,2,2,5,176,0
2015-08-31,326,0,24,80,181,6,0,2,33,0
2015-08-30,298,0,15,221,40,0,0,4,18,0
2005-08-21,542,0,51,231,159,0,0,0,101,0
2005-08-20,360,0,1,193,89,0,0,0,77,0
2005-08-23,673,0,58,291,241,0,0,0,83,0
2005-08-22,739,0,56,301,290,1,2,0,89,0
2005-08-25,699,0,37,360,245,0,9,2,46,0
2005-08-24,558,0,81,154,263,0,7,1,52,0
2005-08-27,407,0,37,193,145,0,5,2,25,0
2005-08-26,604,0,105,33,421,0,5,0,40,0
2005-08-29,410,0,66,204,111,2,5,5,17,0
2005-08-28,362,0,49,68,195,0,1,0,49,0
2012-10-19,3664,0,146,875,540,30,14,20,2039,0
2001-01-28,102,0,15,0,50,2,0,0,35,0
2001-01-29,39,0,2,0,15,0,1,0,21,0
2001-01-22,1116,0,8,688,17,131,3,0,269,0
2001-01-23,1024,0,45,548,127,73,0,0,231,0
2001-01-20,987,0,29,572,88,115,0,0,183,0
2001-01-21,713,0,13,280,90,8,0,0,322,0
2001-01-26,98,0,13,4,54,0,0,0,27,0
2001-01-27,155,0,4,8,90,0,0,0,53,0
2001-01-24,480,0,10,295,51,96,0,0,28,0
2001-01-25,287,0,21,66,121,0,0,0,79,0
2007-12-20,290,0,4,19,255,1,0,0,11,0
2007-12-21,108,0,1,11,80,12,0,0,4,0
2007-12-22,131,0,1,0,95,0,0,0,35,0
2007-12-23,61,0,5,6,21,0,0,0,29,0
2007-12-24,85,0,1,0,38,0,0,0,46,0
2007-12-25,42,0,1,0,3,0,0,7,31,0
2007-12-26,43,0,2,0,2,0,0,5,34,0
2007-12-27,84,0,0,9,37,1,0,2,34,1
2007-12-28,70,0,4,1,34,2,1,5,23,0
2007-12-29,70,0,3,8,30,0,0,0,29,0
2008-06-10,263,0,0,217,28,1,0,2,15,0
2007-07-31,753,0,84,130,389,1,0,0,149,0
2007-07-30,714,0,44,348,185,1,5,0,131,0
2009-07-31,694,0,23,232,170,0,0,0,269,0
2009-07-30,468,0,35,224,93,0,0,0,116,0
2008-07-29,416,0,14,146,139,0,3,0,114,0
2013-04-29,602,0,25,108,34,2,6,21,406,0
2008-07-25,603,3,5,457,14,0,1,2,121,0
2013-04-25,818,0,46,237,38,7,0,19,471,0
2013-04-26,853,0,84,166,56,60,0,13,474,0
2013-04-27,1034,0,184,316,25,2,26,56,425,0
2013-04-20,566,0,146,61,42,37,8,158,114,0
2013-04-21,439,0,25,58,46,0,2,4,304,0
2008-07-23,385,0,3,232,0,1,0,2,147,0
2013-04-23,665,0,60,122,50,1,0,29,403,0
2003-02-25,119,0,37,5,2,3,5,4,63,0
2003-02-24,95,0,22,25,6,0,3,10,29,0
2003-02-27,91,0,43,2,16,5,2,2,21,0
2003-02-26,101,0,51,4,20,1,0,6,19,0
2003-02-21,58,0,0,2,32,0,15,0,9,0
2003-02-20,71,0,6,0,26,0,16,8,15,0
2003-02-23,46,0,4,9,7,0,4,1,21,0
2003-02-22,62,0,5,7,15,0,6,0,29,0
2003-02-28,28,0,6,2,13,3,1,0,3,0
2009-03-20,210,1,26,5,25,4,54,11,84,0
2009-03-21,101,0,20,1,30,0,8,0,42,0
2009-03-22,80,0,15,3,19,2,0,0,41,0
2009-03-23,163,0,35,1,51,8,10,17,41,0
2009-03-24,327,0,73,4,68,0,1,1,180,0
2009-03-25,223,0,38,9,63,3,0,2,108,0
2009-03-26,206,0,35,3,35,6,10,1,116,0
2009-03-27,260,0,28,49,40,22,4,14,103,0
2011-11-20,781,0,23,4,618,2,0,0,134,0
2009-03-29,271,0,82,24,32,2,5,57,69,0
2011-11-22,524,0,7,0,219,0,0,0,298,0
2011-11-23,576,0,0,1,69,0,3,2,501,0
2011-11-24,851,0,0,4,196,0,0,5,646,0
2011-11-25,507,0,0,29,161,2,5,2,308,0
2011-11-26,660,0,5,30,196,6,0,0,423,0
2016-09-16,57,0,3,18,29,1,0,0,6,0
2016-09-19,46,0,1,2,24,0,0,0,19,0
2002-05-09,333,0,35,68,57,0,1,1,171,0
2016-09-18,60,0,0,5,35,0,0,0,20,0
2002-05-03,335,0,5,203,11,32,15,21,48,0
2002-05-02,406,0,54,119,46,36,1,15,135,0
2002-05-01,632,0,2,470,3,26,1,1,129,0
2002-05-07,281,0,39,130,22,22,0,9,59,0
2002-05-06,604,0,38,364,15,9,6,6,166,0
2002-05-05,240,0,7,149,18,1,0,3,62,0
2002-05-04,489,0,30,259,15,4,6,16,159,0
2013-03-07,92,1,22,29,5,8,4,0,23,0
2013-03-06,79,0,16,1,8,5,12,0,37,0
2013-03-05,44,0,19,0,2,3,2,1,17,0
2013-03-04,44,0,4,0,3,8,0,16,13,0
2013-03-03,42,0,0,0,23,2,5,2,10,0
2013-03-02,46,0,0,0,22,5,2,1,16,0
2013-03-01,18,0,0,1,1,3,4,0,9,0
2013-03-09,25,0,10,0,4,0,0,0,11,0
2013-03-08,114,0,27,8,5,2,0,1,71,0
2017-01-29,53,0,7,0,38,2,0,0,6,0
2017-01-28,62,0,7,0,44,4,0,3,4,0
2017-01-27,47,0,5,0,30,0,0,2,10,0
2017-01-26,84,0,7,0,55,0,0,0,22,0
2017-01-25,74,0,21,1,37,1,2,4,8,0
2017-01-24,126,0,11,1,97,0,0,0,17,0
2017-01-23,83,0,21,4,33,0,1,0,24,0
2017-01-22,29,0,7,0,14,0,1,0,7,0
2017-01-21,39,0,5,4,25,0,0,0,5,0
2017-01-20,88,0,0,1,76,0,0,0,11,0
2016-07-02,789,0,15,509,63,0,0,0,202,0
2016-07-03,394,0,13,249,51,0,0,0,81,0
2016-07-01,701,0,6,376,196,1,0,0,122,0
2016-07-06,1515,0,3,1299,53,2,0,2,156,0
2016-07-07,484,0,6,324,97,0,0,0,57,0
2016-07-04,565,0,0,354,26,0,0,0,185,0
2016-07-05,300,0,2,164,36,3,0,0,95,0
2016-07-08,1118,0,10,913,75,0,0,1,119,0
2016-07-09,517,0,5,323,112,0,0,0,77,0
2005-11-30,469,0,10,23,305,1,0,0,130,0
2016-05-08,65,0,10,32,15,2,0,0,6,0
2005-10-25,382,0,2,90,190,0,0,0,100,0
2001-04-30,633,0,0,506,31,19,5,2,70,0
2013-12-01,793,0,9,4,86,521,0,2,171,0
2013-12-03,398,0,16,6,191,60,2,5,118,0
2013-12-02,357,0,12,8,151,62,2,4,118,0
2013-12-05,373,0,12,5,212,26,1,0,117,0
2013-12-04,438,0,1,2,324,38,0,0,73,0
2013-12-07,429,0,16,28,235,91,1,5,53,0
2013-12-06,761,0,43,17,564,28,0,0,109,0
2013-12-09,355,0,6,14,300,3,0,0,32,0
2013-12-08,450,0,30,9,347,24,0,0,40,0
2010-08-05,687,0,5,501,39,0,0,0,142,0
2010-08-04,350,0,16,125,147,0,0,0,62,0
2010-08-07,578,0,7,446,41,0,0,0,84,0
2010-08-06,491,0,18,184,142,0,1,0,146,0
2010-08-01,184,0,4,48,118,2,0,0,12,0
2010-08-03,261,0,5,98,99,1,1,0,57,0
2010-08-02,698,0,6,557,62,0,1,0,72,0
2005-10-28,807,0,19,183,243,0,0,1,361,0
2010-08-09,385,0,23,172,51,0,1,2,136,0
2010-08-08,404,0,35,76,182,1,0,0,110,0
2005-10-29,932,0,5,68,591,0,0,0,268,0
2001-09-22,958,0,29,198,214,0,0,0,517,0
2001-09-23,895,0,5,294,336,1,0,0,259,0
2001-09-20,781,0,37,85,364,1,1,1,292,0
2001-09-21,945,0,0,527,149,0,0,0,269,0
2001-09-26,1691,0,23,944,198,0,0,0,526,0
2001-09-27,1575,0,61,107,786,2,0,2,617,0
2001-09-24,1475,0,36,501,121,20,0,0,797,0
2001-09-25,1056,0,10,295,520,0,0,2,229,0
2001-09-28,1356,0,4,745,270,0,0,0,337,0
2001-09-29,1720,0,32,384,390,0,0,1,913,0
2005-03-11,454,0,143,16,53,21,18,91,112,0
2005-03-10,295,0,142,11,49,26,8,36,23,0
2005-03-13,180,0,40,1,25,13,7,76,18,0
2005-03-12,249,0,77,0,30,2,0,52,88,0
2005-03-15,207,0,90,10,64,2,0,5,36,0
2005-03-14,194,0,71,0,52,27,12,21,11,0
2005-03-17,126,0,25,0,9,7,11,16,58,0
